,FPR,TPR,Thresholds_ROC
59,0.2980392156862745,0.2331288343558282,0.49484067713110524
60,0.3137254901960784,0.2331288343558282,0.4822888237409177
61,0.3137254901960784,0.2392638036809816,0.48069760618090834
62,0.3215686274509804,0.2392638036809816,0.47780099491738837
63,0.3215686274509804,0.25766871165644173,0.47285652752298596
64,0.3254901960784314,0.25766871165644173,0.4723014026518104
65,0.32941176470588235,0.26380368098159507,0.46945867155017695
66,0.33725490196078434,0.26380368098159507,0.4652468990288413
67,0.33725490196078434,0.26993865030674846,0.46149375435342077
68,0.3411764705882353,0.26993865030674846,0.46068735494293567
69,0.3411764705882353,0.27607361963190186,0.457434382140573
70,0.34901960784313724,0.27607361963190186,0.4559387091297482
71,0.34901960784313724,0.2822085889570552,0.45354844801092165
72,0.3568627450980392,0.2822085889570552,0.45098035803456193
73,0.3607843137254902,0.2883435582822086,0.4456267347484402
74,0.36470588235294116,0.2883435582822086,0.44467268567013735
75,0.36470588235294116,0.3067484662576687,0.4430587509300192
76,0.37254901960784315,0.3067484662576687,0.4415924804240315
77,0.3764705882352941,0.31901840490797545,0.440948655215294
78,0.396078431372549,0.31901840490797545,0.4363827688121008
79,0.396078431372549,0.32515337423312884,0.4356977237304928
80,0.403921568627451,0.32515337423312884,0.4347001505547383
81,0.403921568627451,0.3312883435582822,0.43355078218389737
82,0.40784313725490196,0.3312883435582822,0.43291232552606895
83,0.40784313725490196,0.3374233128834356,0.4301364098830857
84,0.4117647058823529,0.3374233128834356,0.4279268294795266
85,0.4117647058823529,0.34355828220858897,0.4255949315173158
86,0.41568627450980394,0.34355828220858897,0.4220422142329011
87,0.41568627450980394,0.3496932515337423,0.42202746944187414
88,0.4235294117647059,0.3496932515337423,0.42057256065721066
89,0.4235294117647059,0.36809815950920244,0.4139106416201792
90,0.43137254901960786,0.36809815950920244,0.4120259369512969
91,0.43137254901960786,0.37423312883435583,0.4108063855953442
92,0.43529411764705883,0.37423312883435583,0.4097638056952126
93,0.4392156862745098,0.38650306748466257,0.40966151973199444
94,0.4549019607843137,0.38650306748466257,0.39968678548536596
95,0.4549019607843137,0.39263803680981596,0.39489563138387024
96,0.4588235294117647,0.39263803680981596,0.3942718179534174
97,0.4588235294117647,0.3987730061349693,0.3920309174433663
98,0.47058823529411764,0.3987730061349693,0.3782332262325963
99,0.47058823529411764,0.4110429447852761,0.37682769355416584
100,0.4745098039215686,0.4110429447852761,0.3748915089524281
101,0.4745098039215686,0.4171779141104294,0.37391078224753277
102,0.47843137254901963,0.4294478527607362,0.3735834355539068
103,0.49411764705882355,0.4294478527607362,0.3600837905067483
104,0.49411764705882355,0.43558282208588955,0.35904727709592876
105,0.4980392156862745,0.43558282208588955,0.3585599762479686
106,0.4980392156862745,0.44171779141104295,0.3573839331678487
107,0.5019607843137255,0.44171779141104295,0.35453537936123547
108,0.5019607843137255,0.4539877300613497,0.3515349113952932
109,0.5058823529411764,0.4539877300613497,0.33853565408513503
110,0.5058823529411764,0.4601226993865031,0.33835535304683656
111,0.5098039215686274,0.4601226993865031,0.33819112250455946
112,0.5098039215686274,0.4662576687116564,0.3369447981533966
113,0.5254901960784314,0.4662576687116564,0.32794205762121537
114,0.5254901960784314,0.4785276073619632,0.32092576774244047
115,0.5294117647058824,0.4785276073619632,0.3182026671175741
116,0.5294117647058824,0.49079754601226994,0.31640506113736455
117,0.5333333333333333,0.49079754601226994,0.31553961605467234
118,0.5333333333333333,0.50920245398773,0.30952192323290956
119,0.5411764705882353,0.50920245398773,0.3088386820805364
120,0.5411764705882353,0.5153374233128835,0.30864830422597267
121,0.5490196078431373,0.5153374233128835,0.3085043379138845
122,0.5568627450980392,0.5153374233128835,0.3083741162724884
123,0.5568627450980392,0.5214723926380368,0.3079243928965265
124,0.5803921568627451,0.5214723926380368,0.30341161146586487
125,0.5803921568627451,0.5276073619631901,0.3013968067384217
126,0.5882352941176471,0.5276073619631901,0.2952058272914955
127,0.592156862745098,0.5337423312883436,0.2951289002334282
128,0.592156862745098,0.5460122699386503,0.2933518158018754
129,0.6078431372549019,0.5460122699386503,0.2885578629459775
130,0.6078431372549019,0.558282208588957,0.2884774567875041
131,0.611764705882353,0.558282208588957,0.28845065769514217
132,0.611764705882353,0.5644171779141104,0.28842836197852884
133,0.6196078431372549,0.5644171779141104,0.2883782588092659
134,0.6196078431372549,0.5766871165644172,0.28441984173811286
135,0.6431372549019608,0.5766871165644172,0.28184999502214086
136,0.6431372549019608,0.5828220858895705,0.2813217357202756
137,0.6627450980392157,0.5828220858895705,0.275550391163659
138,0.6627450980392157,0.5950920245398773,0.27471275589689215
139,0.6666666666666666,0.5950920245398773,0.27071989827058357
140,0.6666666666666666,0.6012269938650306,0.27003732838428074
141,0.6784313725490196,0.6012269938650306,0.26912464341714526
142,0.6823529411764706,0.6073619631901841,0.2690989622221047
143,0.6901960784313725,0.6073619631901841,0.26858566359470776
144,0.6901960784313725,0.6196319018404908,0.2660367491838756
145,0.6980392156862745,0.6196319018404908,0.2643415033767473
146,0.6980392156862745,0.6257668711656442,0.26401846123613454
147,0.7019607843137254,0.6257668711656442,0.26302635646503364
148,0.7019607843137254,0.6319018404907976,0.2629967960921676
149,0.7137254901960784,0.6319018404907976,0.2623225506198026
150,0.7137254901960784,0.6441717791411042,0.2598128097549205
151,0.7294117647058823,0.6441717791411042,0.2568389825618693
152,0.7294117647058823,0.6503067484662577,0.25682243498830976
153,0.7372549019607844,0.6503067484662577,0.25671858001102493
154,0.7411764705882353,0.6503067484662577,0.25495725685916704
155,0.7411764705882353,0.656441717791411,0.2531327843461696
156,0.7490196078431373,0.656441717791411,0.25157854575401867
157,0.7529411764705882,0.6625766871165644,0.2515293810773992
158,0.7568627450980392,0.6625766871165644,0.2509889907815993
159,0.7725490196078432,0.6871165644171779,0.2509276316626747
160,0.7803921568627451,0.7055214723926381,0.2507762891163572
161,0.7843137254901961,0.7055214723926381,0.25076814464478697
162,0.792156862745098,0.7177914110429447,0.2507600003491961
163,0.792156862745098,0.7239263803680982,0.25073547040170857
164,0.8,0.7239263803680982,0.250657770069457
165,0.8235294117647058,0.7730061349693251,0.25063324677707743
166,0.8352941176470589,0.7730061349693251,0.2504616284452494
167,0.8392156862745098,0.7852760736196319,0.2504371179291703
168,0.8392156862745098,0.7914110429447853,0.2501431163387746
169,0.8509803921568627,0.7975460122699386,0.25012274075726754
170,0.8588235294117647,0.803680981595092,0.2501186265913824
171,0.8588235294117647,0.8098159509202454,0.2499472431054078
172,0.8666666666666667,0.8098159509202454,0.2493480177745872
173,0.8666666666666667,0.8282208588957055,0.24418654523955186
174,0.8745098039215686,0.8282208588957055,0.2396734757070965
175,0.8784313725490196,0.8343558282208589,0.2389672609322872
176,0.8784313725490196,0.8404907975460123,0.23890002141163305
177,0.8862745098039215,0.8404907975460123,0.23538715909683006
178,0.8862745098039215,0.8466257668711656,0.2338884520698978
179,0.8941176470588236,0.8466257668711656,0.23291792523438085
180,0.8941176470588236,0.8588957055214724,0.22853767232044517
181,0.8980392156862745,0.8588957055214724,0.22770167158750895
182,0.8980392156862745,0.8711656441717791,0.2262312507030226
183,0.9019607843137255,0.8711656441717791,0.22205410057613248
184,0.9019607843137255,0.8834355828220859,0.22162963815117864
185,0.9058823529411765,0.8834355828220859,0.2206006383032557
186,0.9058823529411765,0.8895705521472392,0.218167899114051
187,0.9098039215686274,0.8895705521472392,0.21657321966483734
188,0.9098039215686274,0.901840490797546,0.21365289920857275
189,0.9137254901960784,0.901840490797546,0.2131269110267832
190,0.9137254901960784,0.9079754601226994,0.21221595204518706
191,0.9176470588235294,0.9141104294478528,0.2122123722521782
192,0.9176470588235294,0.9202453987730062,0.2107613632604068
193,0.9294117647058824,0.9202453987730062,0.20641781651184737
194,0.9294117647058824,0.9263803680981595,0.2057755295442966
195,0.9333333333333333,0.9263803680981595,0.2056511099639388
196,0.9333333333333333,0.9386503067484663,0.20405151101020028
197,0.9411764705882353,0.9386503067484663,0.20005254419295465
198,0.9411764705882353,0.950920245398773,0.19669497623039714
199,0.9450980392156862,0.950920245398773,0.19538881781390063
200,0.9450980392156862,0.9631901840490797,0.1899860857345991
201,0.9568627450980393,0.9631901840490797,0.1810460128640077
202,0.9568627450980393,0.9693251533742331,0.17988593119345211
203,0.9647058823529412,0.9693251533742331,0.17867883347465274
204,0.9803921568627451,0.9693251533742331,0.1670494945999212
205,0.9803921568627451,0.9877300613496932,0.13128082035933564
206,0.9882352941176471,0.9877300613496932,0.12711371138986505
207,0.9882352941176471,0.9938650306748467,0.1201689317114435
208,0.9921568627450981,0.9938650306748467,0.11962456395729862
209,0.9921568627450981,1.0,0.1142849470427116
210,1.0,1.0,0.0889206555890347
