,FPR,TPR,Thresholds_ROC
0,0.0,0.0,1.9147493017822592
1,0.00392156862745098,0.0,0.9147493017822592
2,0.011764705882352941,0.0,0.9032477027400079
3,0.011764705882352941,0.006134969325153374,0.8495448560579326
4,0.01568627450980392,0.006134969325153374,0.8310755417480125
5,0.01568627450980392,0.012269938650306749,0.8257100488970176
6,0.0196078431372549,0.012269938650306749,0.8239657599589861
7,0.0196078431372549,0.018404907975460124,0.8183926408021295
8,0.027450980392156862,0.018404907975460124,0.800559227483266
9,0.027450980392156862,0.03680981595092025,0.7782217686685347
10,0.03137254901960784,0.03680981595092025,0.7776624109787172
11,0.03137254901960784,0.049079754601226995,0.7689473337621712
12,0.03529411764705882,0.049079754601226995,0.7651024231171247
13,0.03529411764705882,0.05521472392638037,0.7644260288826265
14,0.043137254901960784,0.05521472392638037,0.7613376458410324
15,0.043137254901960784,0.06748466257668712,0.742822079499316
16,0.047058823529411764,0.06748466257668712,0.7380132928251303
17,0.054901960784313725,0.06748466257668712,0.7373575880959921
18,0.058823529411764705,0.06748466257668712,0.7364094993462295
19,0.058823529411764705,0.0736196319018405,0.7223642534506165
20,0.07058823529411765,0.0736196319018405,0.7145898934855163
21,0.07058823529411765,0.07975460122699386,0.710474605561336
22,0.0784313725490196,0.07975460122699386,0.6923932606558886
23,0.0784313725490196,0.09202453987730061,0.6913872544508596
24,0.09803921568627451,0.09202453987730061,0.6760209884174829
25,0.09803921568627451,0.09815950920245399,0.6752730958356173
26,0.10196078431372549,0.09815950920245399,0.6698588186464293
27,0.10196078431372549,0.10429447852760736,0.6610753075482897
28,0.10588235294117647,0.10429447852760736,0.659504672343114
29,0.10588235294117647,0.1165644171779141,0.6517507207751365
30,0.11372549019607843,0.1165644171779141,0.6470389622499608
31,0.11372549019607843,0.12269938650306748,0.6463113977228739
32,0.12156862745098039,0.12269938650306748,0.6456412404619764
33,0.1568627450980392,0.12269938650306748,0.6226996486258556
34,0.1568627450980392,0.12883435582822086,0.6182819295273446
35,0.16470588235294117,0.12883435582822086,0.6093072897313058
36,0.16470588235294117,0.1411042944785276,0.6031053693521105
37,0.16862745098039217,0.1411042944785276,0.6023880168090627
38,0.16862745098039217,0.15337423312883436,0.6005737371825417
39,0.2,0.15337423312883436,0.5678968139498839
40,0.2,0.15950920245398773,0.5662728504318095
41,0.22745098039215686,0.15950920245398773,0.5537082486098945
42,0.22745098039215686,0.1656441717791411,0.5505865287914166
43,0.23137254901960785,0.1656441717791411,0.5493359722136633
44,0.23137254901960785,0.17177914110429449,0.5481000594793008
45,0.23921568627450981,0.17177914110429449,0.5438377301677532
46,0.23921568627450981,0.17791411042944785,0.5429890707314856
47,0.24313725490196078,0.17791411042944785,0.541908221791763
48,0.24313725490196078,0.18404907975460122,0.5317565680137185
49,0.25098039215686274,0.18404907975460122,0.5298991370583069
50,0.2549019607843137,0.18404907975460122,0.5233341185610227
51,0.2549019607843137,0.1901840490797546,0.5218892749855935
52,0.2627450980392157,0.1901840490797546,0.5180641039890647
53,0.2627450980392157,0.19631901840490798,0.513177501983822
54,0.28627450980392155,0.19631901840490798,0.507568017302223
55,0.28627450980392155,0.2147239263803681,0.5006961224174037
56,0.29411764705882354,0.2147239263803681,0.49895945880880993
57,0.29411764705882354,0.22085889570552147,0.4972037828118113
58,0.2980392156862745,0.22085889570552147,0.4968002773413639
